Date,Open,High,Low,Close,Volume
2024-01-02,44.67,44.87,43.8,43.91,18260797.0
2024-01-03,43.66,44.32,43.5,43.68,14669379.0
2024-01-04,43.75,43.78,42.34,43.24,33904543.0
2024-01-05,42.77,42.96,40.76,41.42,49522687.0
2024-01-08,41.28,41.28,40.49,40.6,30009112.0
2024-01-09,40.63,41.04,40.37,40.68,21174933.0
2024-01-10,40.68,41.46,40.26,40.98,20674583.0
2024-01-11,40.99,41.33,40.66,40.96,18971994.0
2024-01-12,40.69,41.08,40.41,40.59,13270135.0
2024-01-15,40.19,41.38,40.17,40.99,14893496.0
2024-01-16,40.68,41.13,40.29,40.89,18657709.0
2024-01-17,40.61,40.77,39.61,39.61,24023217.0
2024-01-18,39.5,40.88,38.98,40.77,38716460.0
2024-01-19,40.58,41.08,40.3,40.89,31739489.0
2024-01-22,40.88,41.18,39.63,40.27,34937745.0
2024-01-23,40.17,40.41,39.73,39.8,20886214.0
2024-01-24,40.17,40.22,39.01,40.01,25004207.0
2024-01-25,40.33,40.68,39.55,40.68,27891163.0
2024-01-26,40.39,40.7,39.51,39.8,30279954.0
2024-01-29,39.75,40.04,38.54,38.76,28105100.0
2024-01-30,38.73,38.95,38.08,38.21,23301300.0
2024-01-31,37.92,38.12,36.75,36.98,38059705.0
2024-02-01,36.73,37.58,36.42,36.69,30023460.0
2024-02-02,36.75,37.2,35.07,35.5,36047509.0
2024-02-05,35.53,37.48,35.34,36.93,49793860.0
2024-02-06,36.93,40.54,36.73,40.49,56819466.0
2024-02-07,40.73,41.34,40.0,41.32,52212378.0
2024-02-08,41.32,42.02,40.66,41.35,37994404.0
2024-02-19,41.34,41.64,40.54,41.14,25380790.0
2024-02-20,41.21,41.7,40.99,41.34,21225500.0
2024-02-21,41.36,41.93,40.93,41.69,29901470.0
2024-02-22,41.47,42.01,41.43,41.9,17530089.0
2024-02-23,41.9,42.32,41.36,41.86,22950641.0
2024-02-26,41.68,41.96,41.28,41.55,18878234.0
2024-02-27,41.57,41.8,41.32,41.74,17616119.0
2024-02-28,41.94,43.04,41.7,41.7,34011785.0
2024-02-29,41.69,42.31,41.57,42.11,25340841.0
2024-03-01,42.11,42.38,41.57,41.99,21563699.0
2024-03-04,41.99,43.43,41.93,43.35,37656812.0
2024-03-05,43.35,44.14,43.07,44.0,37120036.0
2024-03-06,44.09,44.34,43.15,43.41,21699075.0
2024-03-07,43.35,43.41,41.08,41.42,45743263.0
2024-03-08,41.41,42.17,41.1,41.37,27741788.0
2024-03-11,41.38,43.15,41.16,43.05,32546746.0
2024-03-12,43.16,44.72,42.66,44.37,43140972.0
2024-03-13,44.44,44.47,43.61,44.12,20749481.0
2024-03-14,48.39,48.53,45.93,46.44,109924476.0
2024-03-15,46.39,47.35,45.92,46.54,43857939.0
2024-03-18,46.41,47.08,45.87,46.69,29791431.0
2024-03-19,46.32,46.74,45.33,45.39,27204791.0
2024-03-20,45.09,45.34,44.74,45.06,22501410.0
2024-03-21,45.28,45.49,44.88,45.06,18335706.0
2024-03-22,44.97,45.42,44.54,45.35,24225421.0
2024-03-25,45.37,46.23,45.24,45.58,23261953.0
2024-03-26,45.52,46.01,45.3,45.69,20006073.0
2024-03-27,45.62,45.77,45.13,45.34,15566813.0
2024-03-28,45.34,46.27,44.97,45.63,21401947.0
2024-03-29,45.63,45.79,44.83,45.39,18703757.0
2024-04-01,45.4,46.21,45.4,45.74,20222435.0
2024-04-02,45.62,46.11,44.5,44.89,22490309.0
2024-04-03,44.54,44.76,43.96,44.2,23690420.0
2024-04-08,44.24,45.3,44.24,44.83,23626791.0
2024-04-09,44.83,45.06,43.73,44.97,21527235.0
2024-04-10,44.97,45.4,44.34,44.88,16353062.0
2024-04-11,44.49,44.92,44.07,44.38,18609152.0
2024-04-12,44.24,44.78,43.4,43.54,22211902.0
2024-04-15,43.59,44.58,43.54,44.0,22027768.0
2024-04-16,43.77,44.09,43.24,43.71,23385721.0
2024-04-17,43.79,44.22,43.29,43.83,23275600.0
2024-04-18,44.63,44.93,41.67,41.82,59016774.0
2024-04-19,41.47,41.81,40.7,41.16,38425460.0
2024-04-22,41.46,41.64,40.94,41.34,27806445.0
2024-04-23,41.34,43.72,41.28,43.52,49366110.0
2024-04-24,43.41,43.65,42.86,43.15,21625198.0
2024-04-25,43.15,44.41,42.96,43.75,24469103.0
2024-04-26,43.65,45.22,43.62,45.04,34278262.0
2024-04-29,45.03,46.27,44.96,45.6,34279567.0
2024-04-30,45.81,46.26,45.28,45.58,19250243.0
2024-05-06,46.34,47.27,45.84,46.57,32582423.0
2024-05-07,46.57,46.91,46.43,46.64,20377965.0
2024-05-08,46.67,46.78,45.67,45.84,26129151.0
2024-05-09,45.93,46.64,45.73,46.31,17514723.0
2024-05-10,46.2,46.46,45.61,45.9,15577277.0
2024-05-13,45.9,46.19,44.8,44.96,29175692.0
2024-05-14,44.96,45.21,44.65,44.76,19723737.0
2024-05-15,44.77,44.85,43.97,44.11,15942898.0
2024-05-16,44.44,44.55,43.84,44.13,23437708.0
2024-05-17,44.93,45.65,43.52,44.19,37685549.0
2024-05-20,43.73,44.23,42.94,43.26,39702265.0
2024-05-21,43.17,43.61,42.88,43.25,24438325.0
2024-05-22,43.35,43.41,42.86,42.99,25238847.0
2024-05-23,42.99,43.04,42.36,42.51,19702407.0
2024-05-24,42.51,42.64,41.85,41.91,22038350.0
2024-05-27,41.8,42.36,41.3,42.17,30678196.0
2024-05-28,42.17,43.04,41.83,42.73,37427881.0
2024-05-29,42.71,42.94,42.41,42.48,16676675.0
2024-05-30,42.51,42.7,42.01,42.34,13247711.0
2024-05-31,42.86,43.04,41.83,41.83,22865066.0
2024-06-03,41.69,42.16,41.54,41.97,18780093.0
2024-06-04,41.92,43.45,41.83,43.28,35813890.0
2024-06-05,43.28,43.75,43.14,43.37,18067577.0
2024-06-06,43.1,43.55,42.26,42.37,22586853.0
2024-06-07,42.45,42.72,41.62,41.62,23854735.0
2024-06-11,41.47,42.27,41.18,42.18,25112141.0
2024-06-12,42.19,42.19,41.39,41.57,21850545.0
2024-06-13,41.57,41.9,41.01,41.53,20729821.0
2024-06-14,41.38,41.57,40.57,41.38,41537240.0
2024-06-17,41.08,42.17,41.07,42.0,24198112.0
2024-06-18,41.97,42.18,41.29,41.44,20392334.0
2024-06-19,41.47,41.73,40.69,40.84,20101128.0
2024-06-20,40.82,41.25,40.07,40.09,24782740.0
2024-06-21,40.19,40.29,39.27,39.54,36455301.0
2024-06-24,39.5,40.13,39.04,39.79,27893044.0
2024-06-25,40.0,40.07,38.96,39.2,22458955.0
2024-06-26,39.19,39.54,38.94,39.4,22323523.0
2024-06-27,39.35,39.35,38.51,38.75,27183773.0
2024-06-28,38.71,38.95,37.85,37.98,30925798.0
2024-07-01,37.97,37.99,37.33,37.79,23890913.0
2024-07-02,37.75,37.77,36.77,37.0,31084695.0
2024-07-03,37.13,39.1,36.86,38.19,55275948.0
2024-07-04,38.19,38.96,37.85,37.97,28925733.0
2024-07-05,37.98,39.8,37.62,39.53,49365271.0
2024-07-08,38.71,39.6,37.96,38.72,49986820.0
2024-07-09,38.63,38.99,37.53,38.5,40106262.0
2024-07-10,38.51,39.29,38.39,38.92,20232304.0
2024-07-11,39.29,40.62,38.81,40.09,37980200.0
2024-07-12,40.53,41.18,40.17,40.95,31501013.0
2024-07-15,40.69,40.97,40.15,40.47,20710958.0
2024-07-16,40.34,40.75,40.11,40.64,22626802.0
2024-07-17,40.27,41.83,40.19,41.42,35683208.0
2024-07-18,41.48,42.1,41.38,41.83,30712230.0
2024-07-19,41.76,42.16,41.61,41.91,27751083.0
2024-07-22,41.9,42.77,41.53,42.44,32570326.0
2024-07-23,42.4,42.49,41.03,41.09,36689667.0
2024-07-24,40.97,41.74,40.89,41.08,20035166.0
2024-07-25,40.9,41.56,40.39,41.14,21908030.0
2024-07-26,41.14,41.26,40.28,40.76,22115817.0
2024-07-29,40.71,41.04,40.08,40.18,23478909.0
2024-07-30,40.19,40.35,39.32,39.69,24261502.0
2024-07-31,39.68,42.04,39.4,41.89,39572420.0
2024-08-01,41.87,42.18,41.43,41.63,17431319.0
2024-08-02,41.57,42.65,41.48,41.85,25582033.0
2024-08-05,41.85,43.25,41.79,42.32,32358803.0
2024-08-06,42.3,42.85,42.16,42.58,21771513.0
2024-08-07,42.55,42.56,41.79,41.83,17729345.0
2024-08-08,41.79,42.56,41.79,42.25,16488658.0
2024-08-09,42.37,42.97,42.09,42.1,15598427.0
2024-08-12,41.9,43.62,41.89,43.3,33283489.0
2024-08-13,43.27,43.27,42.08,42.34,22723619.0
2024-08-14,42.62,42.65,41.77,42.18,14184673.0
2024-08-15,42.06,43.32,42.0,42.59,21424655.0
2024-08-16,42.27,42.88,41.98,42.79,15694280.0
2024-08-19,42.88,43.27,41.45,41.79,23967290.0
2024-08-20,41.78,42.06,41.48,41.93,15398722.0
2024-08-21,41.87,42.47,41.72,41.99,16231298.0
2024-08-22,42.88,43.93,42.3,43.59,53734750.0
2024-08-23,43.35,43.61,42.75,43.29,27750880.0
2024-08-26,43.28,43.47,42.47,42.99,24522498.0
2024-08-27,42.94,43.64,42.78,43.27,22626754.0
2024-08-28,43.27,43.74,42.82,43.17,20622688.0
2024-08-29,43.15,44.21,42.97,43.98,30523004.0
2024-08-30,44.1,44.16,43.59,43.79,31328037.0
2024-09-02,43.67,44.03,42.69,43.56,25800846.0
2024-09-03,43.54,44.85,43.39,44.24,31647968.0
2024-09-04,44.04,44.8,43.83,44.17,21257720.0
2024-09-05,44.32,44.83,44.08,44.66,19863861.0
2024-09-06,44.8,44.8,44.06,44.06,14147570.0
2024-09-09,44.06,45.07,43.96,44.21,25601684.0
2024-09-10,44.06,44.36,43.38,44.14,19918291.0
2024-09-11,43.96,45.2,43.77,45.08,29157838.0
2024-09-12,44.88,45.43,44.41,44.63,18657815.0
2024-09-13,44.61,44.95,44.06,44.43,19509734.0
2024-09-18,44.55,45.24,44.44,44.78,17507905.0
2024-09-19,44.79,44.98,44.06,44.66,22401152.0
2024-09-20,44.56,44.56,42.0,42.38,66915599.0
2024-09-23,42.55,43.15,42.2,42.38,28475378.0
2024-09-24,43.05,43.39,41.92,43.33,43328054.0
2024-09-25,43.67,44.31,43.36,43.5,43382501.0
2024-09-26,43.8,46.14,43.38,46.1,47693338.0
2024-09-27,47.02,48.53,46.59,48.31,38062085.0
2024-09-30,49.82,52.34,49.62,51.9,101848211.0
2024-10-08,57.09,57.09,52.99,55.58,119259493.0
2024-10-09,54.58,54.58,51.17,51.29,90059068.0
2024-10-10,51.29,53.41,51.29,52.17,58528066.0
2024-10-11,51.73,52.17,49.3,49.82,49542203.0
2024-10-14,50.11,51.28,49.68,51.0,39584123.0
2024-10-15,51.0,52.22,50.16,50.21,36326359.0
2024-10-16,49.51,50.29,48.64,48.8,39738816.0
2024-10-17,48.92,50.14,48.84,48.84,34296311.0
2024-10-18,48.63,51.12,48.39,50.09,53672595.0
2024-10-21,50.21,50.68,48.95,50.17,47185178.0
2024-10-22,49.83,51.39,49.83,50.37,40107748.0
2024-10-23,50.44,50.79,49.76,50.3,37059732.0
2024-10-24,50.21,50.21,47.45,48.3,90154712.0
2024-10-25,48.23,48.23,46.36,47.63,94314886.0
2024-10-28,47.66,48.53,47.6,48.22,57114104.0
2024-10-29,48.25,48.54,47.73,47.81,39770039.0
2024-10-30,47.81,48.11,46.6,46.84,47548494.0
2024-10-31,46.85,47.04,46.2,46.24,45672171.0
2024-11-01,46.36,48.13,46.36,47.2,61995884.0
2024-11-04,47.73,48.02,46.9,47.62,40659229.0
2024-11-05,47.26,48.47,47.14,48.31,51436998.0
2024-11-06,48.34,49.3,47.88,48.38,53755839.0
2024-11-07,48.23,49.62,48.04,49.62,58406608.0
2024-11-08,49.72,50.11,48.77,49.12,65231445.0
2024-11-11,48.62,49.29,47.93,49.05,58679168.0
2024-11-12,49.05,50.39,48.68,48.91,76735680.0
2024-11-13,48.78,49.88,48.69,48.97,40914137.0
2024-11-14,48.89,49.32,48.06,48.08,38909169.0
2024-11-15,47.9,48.33,47.34,47.34,33086981.0
2024-11-18,47.35,47.69,46.64,46.84,30353555.0
2024-11-19,46.88,47.43,46.48,47.07,26030458.0
