Date,Open,High,Low,Close,Volume
2024-01-02,26.63,26.88,25.66,25.87,9126789.0
2024-01-03,26.0,26.12,24.76,25.29,6622977.0
2024-01-04,25.27,26.26,24.91,25.63,7205784.0
2024-01-05,25.81,26.59,25.04,25.44,6286300.0
2024-01-08,25.52,25.55,23.78,23.92,7592873.0
2024-01-09,24.09,24.56,22.7,23.56,13141000.0
2024-01-10,23.4,23.84,22.92,23.33,5727168.0
2024-01-11,23.28,24.52,23.03,24.26,5618749.0
2024-01-12,24.6,26.05,24.6,24.83,10294219.0
2024-01-15,24.46,26.2,24.27,25.95,10840603.0
2024-01-16,26.03,26.07,24.96,25.58,7569184.0
2024-01-17,25.51,26.11,24.79,24.95,5342292.0
2024-01-18,24.35,25.66,23.72,25.55,9895954.0
2024-01-19,25.51,25.51,24.14,24.32,6554132.0
2024-01-22,24.35,24.51,21.86,22.27,9519258.0
2024-01-23,22.83,23.21,21.96,22.88,8244461.0
2024-01-24,23.18,23.42,21.98,22.51,5256297.0
2024-01-25,22.49,24.19,21.98,23.99,8428348.0
2024-01-26,24.05,24.05,21.99,22.21,7873776.0
2024-01-29,22.17,22.17,21.12,21.76,8740471.0
2024-01-30,21.96,22.57,20.9,21.1,6930951.0
2024-01-31,21.35,21.43,19.72,19.9,8592272.0
2024-02-01,20.05,21.7,19.56,20.79,10169324.0
2024-02-02,20.54,20.8,18.35,19.5,9141007.0
2024-02-05,19.17,19.48,16.43,17.44,13303730.0
2024-02-06,17.17,19.06,16.24,18.38,18074734.0
2024-02-07,18.67,20.08,17.81,18.05,17926722.0
2024-02-08,18.98,21.24,18.3,20.9,20839540.0
2024-02-19,22.52,22.52,20.7,21.91,19010159.0
2024-02-20,21.52,23.69,21.47,23.1,15970880.0
2024-02-21,22.42,23.74,22.32,22.96,14410427.0
2024-02-22,22.83,23.63,22.49,23.19,12048500.0
2024-02-23,23.33,24.84,23.24,24.15,14540986.0
2024-02-26,23.67,24.68,23.34,24.01,9991839.0
2024-02-27,23.84,25.45,23.33,25.27,12251040.0
2024-02-28,24.91,25.64,23.17,23.21,16186281.0
2024-02-29,22.57,24.23,22.37,24.15,11826700.0
2024-03-01,23.97,25.01,23.87,24.68,8627100.0
2024-03-04,25.48,25.49,23.89,25.08,9426900.0
2024-03-05,24.63,24.8,24.08,24.35,6440900.0
2024-03-06,23.94,24.57,23.19,24.32,9589100.0
2024-03-07,24.15,24.47,23.44,23.65,6468289.0
2024-03-08,23.74,27.33,23.74,26.81,18817145.0
2024-03-11,26.22,28.55,25.93,28.51,18952289.0
2024-03-12,28.2,30.04,27.65,29.19,17066170.0
2024-03-13,29.79,31.64,29.19,30.9,16280355.0
2024-03-14,29.83,30.69,29.23,30.13,11721784.0
2024-03-15,29.77,31.04,29.08,30.69,10255895.0
2024-03-18,31.05,33.47,30.99,32.84,13931522.0
2024-03-19,32.46,33.19,31.46,31.83,9759376.0
2024-03-20,31.95,32.25,30.82,31.78,10389663.0
2024-03-21,32.26,34.14,32.03,32.27,11447086.0
2024-03-22,32.34,33.17,31.12,31.92,12317731.0
2024-03-25,32.24,32.4,30.56,30.69,9145942.0
2024-03-26,30.83,31.57,29.67,30.18,10279301.0
2024-03-27,30.05,30.69,28.98,29.06,8597875.0
2024-03-28,29.91,31.23,29.69,30.41,11088485.0
2024-03-29,30.18,32.02,29.93,31.09,9943370.0
2024-04-01,31.09,31.6,30.36,31.01,7704000.0
2024-04-02,31.4,31.74,29.37,30.06,12128008.0
2024-04-03,29.74,30.63,29.06,29.59,9053355.0
2024-04-08,29.32,29.98,28.92,29.17,6330603.0
2024-04-09,29.28,29.88,28.16,28.73,6909131.0
2024-04-10,28.41,28.75,26.81,27.68,10759535.0
2024-04-11,27.55,28.22,26.77,27.02,7600687.0
2024-04-12,27.29,28.97,27.29,28.19,9032055.0
2024-04-15,28.15,28.51,27.19,27.97,8078887.0
2024-04-16,27.56,27.61,25.83,26.1,8730904.0
2024-04-17,26.63,28.05,26.63,28.03,10986190.0
2024-04-18,27.91,28.9,27.01,28.15,8662471.0
2024-04-19,27.88,28.12,26.63,27.19,7154476.0
2024-04-22,25.84,26.93,24.6,26.84,7550944.0
2024-04-23,27.14,27.38,26.4,27.07,4370728.0
2024-04-24,27.23,29.0,27.23,28.71,8653988.0
2024-04-25,28.55,29.81,28.44,28.79,8141883.0
2024-04-26,28.99,30.93,28.99,30.42,11102465.0
2024-04-29,32.35,32.97,30.95,31.84,14604942.0
2024-04-30,31.86,32.34,31.31,31.85,9558782.0
2024-05-06,32.25,32.27,30.92,31.78,8839813.0
2024-05-07,31.83,32.4,31.61,31.7,6002230.0
2024-05-08,31.65,31.96,30.76,31.93,6370256.0
2024-05-09,31.85,31.96,30.63,31.03,6505275.0
2024-05-10,31.25,31.34,29.43,29.77,8191800.0
2024-05-13,29.43,29.93,28.91,29.1,4983313.0
2024-05-14,29.15,29.37,28.23,28.68,5650400.0
2024-05-15,28.71,30.02,28.43,29.22,5689100.0
2024-05-16,29.45,30.54,29.43,29.7,6367176.0
2024-05-17,29.43,29.64,28.48,29.6,5452800.0
2024-05-20,29.25,30.3,28.75,30.15,5188088.0
2024-05-21,30.13,30.72,29.75,29.89,4437800.0
2024-05-22,29.69,30.15,29.32,29.65,3778400.0
2024-05-23,30.08,30.22,28.55,28.67,5849102.0
2024-05-24,28.91,28.94,27.81,27.84,4316106.0
2024-05-27,27.89,28.91,27.54,28.9,5228758.0
2024-05-28,28.83,29.2,28.06,28.13,4080718.0
