Date,Open,High,Low,Close,Volume
2024-01-02,57.98,57.99,56.7,56.82,5742423.0
2024-01-03,56.59,57.19,55.03,55.77,7393142.0
2024-01-04,55.72,56.26,54.73,55.11,7207282.0
2024-01-05,55.22,55.91,54.45,54.89,6536337.0
2024-01-08,54.53,55.61,53.58,53.84,8901905.0
2024-01-09,54.24,56.36,54.24,55.76,10516699.0
2024-01-10,55.28,55.87,53.58,54.18,7007749.0
2024-01-11,54.24,56.41,53.78,56.19,7978925.0
2024-01-12,55.81,56.67,54.73,54.82,4882605.0
2024-01-15,54.04,56.31,53.36,53.64,11003974.0
2024-01-16,53.61,53.73,52.09,52.93,9153352.0
2024-01-17,52.95,53.12,51.7,51.86,6904587.0
2024-01-18,51.28,53.42,50.32,53.3,11224066.0
2024-01-19,53.25,54.73,52.91,54.36,9344551.0
2024-01-22,54.38,54.71,52.37,53.34,10393428.0
2024-01-23,52.65,53.75,51.66,53.41,9903875.0
2024-01-24,53.58,53.74,49.4,51.25,13236434.0
2024-01-25,51.03,51.51,49.87,50.95,14889623.0
2024-01-26,50.29,50.29,47.84,49.11,13742804.0
2024-01-29,49.58,50.77,47.46,47.95,14238946.0
2024-01-30,47.81,48.74,46.54,46.78,12156046.0
2024-01-31,46.94,47.01,44.53,44.57,15935142.0
2024-02-01,44.61,46.63,44.23,46.12,12336949.0
2024-02-02,46.13,46.54,42.81,44.18,13905496.0
2024-02-05,44.31,44.78,42.01,43.97,16714938.0
2024-02-06,44.57,47.27,43.16,47.05,13962160.0
2024-02-07,47.19,48.49,46.42,48.02,13045224.0
2024-02-08,48.57,49.55,48.12,49.21,12758790.0
2024-02-19,50.48,51.5,49.36,51.23,14726067.0
2024-02-20,50.78,51.67,50.0,50.93,9853881.0
2024-02-21,50.31,51.07,49.97,50.08,10018866.0
2024-02-22,50.39,51.06,50.29,50.64,9602493.0
2024-02-23,51.18,51.49,49.7,50.89,10659833.0
2024-02-26,50.76,52.23,50.35,51.47,10637561.0
2024-02-27,50.99,52.93,50.71,52.67,11794461.0
2024-02-28,52.7,53.51,50.05,50.06,13244567.0
2024-02-29,50.01,52.0,49.73,51.47,16292477.0
2024-03-01,51.76,52.74,51.23,52.43,13812935.0
2024-03-04,53.55,54.65,52.7,54.09,16806172.0
2024-03-05,53.74,54.5,53.37,53.71,14578288.0
2024-03-06,53.71,53.94,51.65,51.95,13126007.0
2024-03-07,52.51,52.54,49.9,50.59,14651954.0
2024-03-08,50.76,52.46,50.09,51.63,12908065.0
2024-03-11,50.86,51.46,49.88,51.35,13057643.0
2024-03-12,51.32,53.51,51.32,52.24,15364108.0
2024-03-13,52.66,53.39,52.02,52.18,10770490.0
2024-03-14,51.87,52.15,50.19,51.08,12704092.0
2024-03-15,50.98,51.72,50.19,51.67,12261926.0
2024-03-18,51.67,52.42,50.88,51.97,18365866.0
2024-03-19,51.88,51.93,47.65,48.12,36925659.0
2024-03-20,48.17,48.96,46.35,46.97,30373344.0
2024-03-21,48.71,50.49,48.32,48.98,35788376.0
2024-03-22,49.48,51.45,48.3,48.61,31908179.0
2024-03-25,48.2,48.66,46.89,47.28,17235901.0
2024-03-26,47.94,48.89,46.18,46.39,19344790.0
2024-03-27,45.64,46.13,44.64,44.67,14939474.0
2024-03-28,44.84,46.54,44.25,45.81,15572542.0
2024-03-29,45.69,45.69,44.42,45.31,10842564.0
2024-04-01,45.08,46.1,44.71,45.16,15241330.0
2024-04-02,45.69,45.87,44.89,45.11,13761442.0
2024-04-03,45.01,45.74,44.09,44.64,16059827.0
2024-04-08,44.71,44.97,43.19,43.29,16040036.0
2024-04-09,43.59,43.87,42.97,43.64,10703972.0
2024-04-10,44.03,44.03,41.61,42.55,20526688.0
2024-04-11,45.15,48.32,44.87,46.5,51777867.0
2024-04-12,46.5,48.2,46.2,47.27,31212902.0
2024-04-15,47.39,49.16,47.39,48.37,27104742.0
2024-04-16,48.11,48.28,46.96,47.12,19713536.0
2024-04-17,47.83,48.88,47.54,48.81,27178537.0
2024-04-18,47.92,48.2,46.85,46.98,25055198.0
2024-04-19,46.38,46.52,44.74,45.26,24408987.0
2024-04-22,44.32,46.52,43.42,46.08,18239390.0
2024-04-23,46.35,47.42,45.34,45.53,15834533.0
2024-04-24,45.85,46.53,45.35,46.44,14558033.0
2024-04-25,46.22,48.28,45.88,47.63,19556076.0
2024-04-26,49.01,50.58,48.32,50.06,34192443.0
2024-04-29,50.0,50.96,49.39,50.62,28993731.0
2024-04-30,49.8,51.08,49.8,50.2,16993942.0
2024-05-06,51.25,51.67,49.88,50.34,21362391.0
2024-05-07,50.61,50.74,49.57,49.84,16158684.0
