Date,Close,High,Low,Open,Volume
2025-09-03,75.98497009277344,75.98497009277344,75.79644804816651,75.79644804816651,34283100.0
2025-09-04,76.19234466552734,76.20176573310566,76.00381543914143,76.0321002168403,37999700.0
2025-09-05,76.23006439208984,76.44686405234395,76.2017796092404,76.33375368756997,39147800.0
2025-09-08,76.23006439208984,76.32432542662015,76.21120787019022,76.30546890472053,27003400.0
2025-09-09,76.14521789550781,76.2394789219529,76.04152860892162,76.2112013331849,36704500.0
2025-09-10,76.20177459716797,76.29604281715386,76.1546476788305,76.20177459716797,38106100.0
2025-09-11,76.39030456542969,76.44685974462985,76.26776594661082,76.26776594661082,34221500.0
2025-09-12,76.31488800048828,76.38087143590069,76.29603867250835,76.38087143590069,25702800.0
2025-09-15,76.5317153930664,76.5411364637606,76.41859781982295,76.42802608217416,27248800.0
2025-09-16,76.47512817382812,76.56939638341075,76.44685058761522,76.55053986483234,33075600.0
2025-09-17,76.39974975585938,76.57884359356518,76.2677828473784,76.53171666434034,35955700.0
2025-09-18,76.56940460205078,76.60710325994464,76.41858120385359,76.484564642651,43250000.0
2025-09-19,76.59770202636719,76.62597962293782,76.49401271117,76.58827376362454,32042900.0
2025-09-22,76.65425109863281,76.66367936062261,76.52228419740261,76.53171245939241,26670200.0
2025-09-23,76.59770202636719,76.69196307882173,76.5411396415686,76.67310655333642,37088500.0
2025-09-24,76.4939956665039,76.58825669795486,76.4657180762342,76.58825669795486,28124300.0
2025-09-25,76.2771987915039,76.36203876505779,76.24892119753817,76.35261050318366,33509900.0
2025-09-26,76.42801666259766,76.45629425450912,76.31489910329567,76.390310809497,31046800.0
2025-09-29,76.55997467041016,76.5788239989456,76.47513471286247,76.50341949314856,28558500.0
2025-09-30,76.5317153930664,76.55056472611182,76.44687541521957,76.51285886836399,54970300.0
2025-10-01,76.67469787597656,76.71258149934002,76.5042251836222,76.53263609475421,58042600.0
2025-10-02,76.64630126953125,76.68418489996502,76.56106129466436,76.65577398353061,33348900.0
2025-10-03,76.5610580444336,76.65577072927904,76.54211984280253,76.63682530208459,35109200.0
2025-10-06,76.57998657226562,76.62734290423793,76.55157566330695,76.6083974812243,29485100.0
2025-10-07,76.49475860595703,76.60840948516172,76.48529311852883,76.60840948516172,27672300.0
2025-10-08,76.381103515625,76.56104168213629,76.37163080405224,76.54210348455263,34932200.0
2025-10-09,76.16328430175781,76.38111334258534,76.0591061377398,76.37164062979384,65586700.0
2025-10-10,75.7181625366211,76.22958065610261,75.7181625366211,76.21064245563127,83840400.0
2025-10-13,76.19170379638672,76.19170379638672,75.9265256128591,75.98335467044615,31926800.0
2025-10-14,76.27693939208984,76.37164484854789,75.86969942631342,75.93599396839036,63860100.0
2025-10-15,76.5231704711914,76.55158138227259,76.333752354713,76.44740322460005,59802200.0
2025-10-16,76.24852752685547,76.54211660588317,76.20117118643542,76.52317840505299,75725200.0
2025-10-17,76.4474105834961,76.45688329662245,76.17275970733601,76.18223242046237,70044200.0
2025-10-20,76.59893035888672,76.62734849548076,76.49475220139553,76.49475220139553,43762300.0
2025-10-21,76.48529815673828,76.65577087399316,76.48529815673828,76.59894181786593,45418100.0
2025-10-22,76.40951538085938,76.53263173059831,76.33374813845299,76.48528262326577,50698600.0
2025-10-23,76.57998657226562,76.57998657226562,76.42845209040364,76.42845209040364,37962400.0
2025-10-24,76.78836059570312,76.7978260838329,76.68418242176791,76.74100425280041,39905600.0
2025-10-27,76.9777603149414,77.02511665095317,76.8356985324685,76.87358215616544,36495000.0
2025-10-28,76.90200805664062,76.9777753188024,76.8735971397209,76.9777753188024,31591400.0
2025-10-29,76.66522979736328,76.93041517693514,76.61788068446896,76.90199703852322,51827100.0
2025-10-30,76.5231704711914,76.65575953994512,76.48528684789572,76.5136977589769,39967300.0
2025-10-31,76.5231704711914,76.6746977388118,76.47581413568122,76.60840320443495,45044600.0
2025-11-03,76.28520202636719,76.53269785417712,76.27568100080133,76.52317682861127,54615100.0
2025-11-04,76.29471588134766,76.36134852921691,76.11385272466796,76.13289477401001,49705000.0
2025-11-05,76.3708724975586,76.41846309792017,76.31375360974481,76.3327956598208,42273700.0
2025-11-06,76.39942932128906,76.46606197260843,76.27567778140002,76.44701992228043,46629200.0
2025-11-07,76.466064453125,76.48509924165616,76.23760341626377,76.38991077417126,47233800.0
2025-11-10,76.72306823730469,76.77066609865354,76.56124712858103,76.58028191567216,51875200.0
2025-11-11,76.80874633789062,76.8468231761737,76.73259266132445,76.73259266132445,17001100.0
2025-11-12,76.65642547607422,76.81824656344986,76.61834864450118,76.80873280236638,43962900.0
2025-11-13,76.34230041503906,76.55171936668107,76.29470982029257,76.55171936668107,53631300.0
2025-11-14,76.36136627197266,76.53270844379311,76.2281009452696,76.2281009452696,40853500.0
2025-11-17,76.23760223388672,76.408944377668,76.19001163208964,76.33279796230977,42954200.0
2025-11-18,76.25664520263672,76.33279888132624,76.14241468460243,76.17097049850737,44098700.0
2025-11-19,76.29471588134766,76.4375022017572,76.23759699573547,76.28519485667664,33510100.0
2025-11-20,76.24713134765625,76.61837148816184,76.24713134765625,76.54222506472586,65471200.0
2025-11-21,76.50414276123047,76.54221960143829,76.27568171998354,76.39943326626263,62331700.0
2025-11-24,76.71356201171875,76.72308303830806,76.5327060810142,76.55174087177743,38964900.0
2025-11-25,76.98008728027344,77.00864309293752,76.66595881614013,76.69451462880421,56524800.0
2025-11-26,77.05623626708984,77.0847993431222,76.90393617365618,76.94201301261822,27454800.0
2025-11-28,77.09432220458984,77.17047589150143,77.04673159708159,77.10384323105762,29430800.0
2025-12-01,76.95565032958984,77.02259294120104,76.86957708826262,76.88870771797863,45274800.0
2025-12-02,77.09910583496094,77.11822916971158,76.96522060311266,77.02259790356251,38842600.0
2025-12-03,77.1660385131836,77.26166976701694,77.05127663086537,77.08953059163812,35019100.0
2025-12-04,77.22341918945312,77.2425425225788,77.05128000653276,77.17559991234296,34777400.0
2025-12-05,77.22341918945312,77.28079648502748,77.14691126455578,77.20429585632743,30486800.0
2025-12-08,77.03215026855469,77.21384745483199,76.97476568155429,77.19472412329633,43160800.0
2025-12-09,76.94607543945312,77.08952595968236,76.92695210831428,77.03214867006929,30558800.0
2025-12-10,77.20429992675781,77.26167722535726,76.90783352619941,76.91739884136521,53052100.0
2025-12-11,77.19474029541016,77.2329942626923,77.13736299258603,77.21386363095212,44546400.0
2025-12-12,77.05128479003906,77.18517001882263,77.01303082521551,77.16604668450974,45566100.0
2025-12-15,77.08952331542969,77.17558924689715,77.0512693582676,77.14690060307466,28983600.0
2025-12-16,77.13735961914062,77.1469176383945,77.04172105701869,77.08954033807966,27908000.0
2025-12-17,77.04170227050781,77.14689882623158,76.99389029730364,77.12777549618913,36999700.0
2025-12-18,77.25210571289062,77.27123634168754,77.14690914309891,77.25210571289062,52680500.0
2025-12-19,77.21463775634766,77.32033284366425,77.18581315631097,77.2818976000243,34413300.0
2025-12-22,77.28189086914062,77.31071546666682,77.14737119350336,77.31071546666682,37203900.0
2025-12-23,77.33954620361328,77.33954620361328,77.2050265172975,77.2242478043558,24341800.0
2025-12-24,77.48367309570312,77.48367309570312,77.32032881682014,77.35876405845839,10533500.0
2025-12-26,77.44523620605469,77.54132064271928,77.43562556315645,77.48367144687505,10922900.0
2025-12-29,77.47405242919922,77.50288435477728,77.39718928663984,77.40679259772737,22012700.0
2025-12-30,77.55093383789062,77.58936907997592,77.4548493980638,77.48367399693457,20146700.0
2025-12-31,77.47405242919922,77.589358139196,77.47405242919922,77.56053354438976,17457100.0
2026-01-02,77.51249694824219,77.5605428325208,77.43562646570551,77.5605428325208,28403300.0
2026-01-05,77.71427917480469,77.74311110484012,77.54132424845682,77.57975949106445,38563200.0
2026-01-06,77.7334976196289,77.77193286083138,77.65662713722396,77.7334976196289,31721500.0
2026-01-07,77.71427917480469,77.82958490262759,77.67584393219705,77.79114966001995,27022700.0
2026-01-08,77.77194213867188,77.78154545203861,77.63742244380197,77.67585035881604,33516900.0
2026-01-09,77.82958221435547,77.85840681262233,77.78153633006221,77.78153633006221,31849200.0
2026-01-12,77.86801147460938,77.87762211688437,77.73349180584795,77.74310244812294,23983600.0
2026-01-13,77.86801147460938,77.90644671293724,77.80075164022865,77.89683607066223,27607400.0
2026-01-14,77.86801147460938,77.87762211688437,77.7623164019008,77.82957623628151,42994000.0
2026-01-15,77.86801147460938,77.9352713089901,77.82957623628151,77.92566066671509,30412400.0
2026-01-16,77.91604614257812,77.92565678437431,77.81996171693159,77.90644283155372,52466300.0
2026-01-20,77.71427917480469,77.7815390166748,77.51249964919434,77.5893701344096,38653400.0
2026-01-21,77.94487762451172,77.98331286070602,77.7911366797345,77.81035796321753,42023500.0
2026-01-22,78.00253295898438,78.06018215243195,77.95448707726318,78.01214360148307,35231900.0
2026-01-23,77.964111328125,78.02176053163505,77.86802687868374,78.00254657405623,38360500.0
2026-01-26,78.00253295898438,78.04096819820687,77.9448837655368,78.01214360148307,27027500.0
2026-01-27,77.992919921875,78.04096580212104,77.96409532603622,78.00253056407863,22961500.0
2026-01-28,77.86801147460938,78.0025311433708,77.85840083233438,77.99292050109581,35559200.0
2026-01-29,77.85840606689453,77.89684130780645,77.73349703201023,77.87762735273681,38201600.0
2026-01-30,77.94487762451172,77.9544809354815,77.7527014435402,77.7527014435402,59848000.0
2026-02-02,77.99220275878906,78.03082798652223,77.86667629391295,77.89564337296059,42890700.0
2026-02-03,77.94393157958984,78.03083282211809,77.76046357823995,77.98255680971663,49372700.0
2026-02-04,77.84735870361328,77.94391807870024,77.77010825674047,77.924601783478,42829400.0
2026-02-05,77.76044464111328,77.8473532294859,77.68319419967263,77.78941171490163,75554200.0
2026-02-06,78.03082275390625,78.03082275390625,77.84736214323739,77.89563814940986,40915900.0
2026-02-09,78.13703918457031,78.13703918457031,77.98254565317508,77.98254565317508,33716900.0
2026-02-10,78.0597915649414,78.22395061719781,78.0597915649414,78.16600909469201,37886100.0
2026-02-11,78.05013275146484,78.14669212302601,77.94391523264521,78.11772504825845,27272300.0
2026-02-12,78.01151275634766,78.18532258360646,77.97288753173366,78.12738843018963,48457000.0
2026-02-13,78.0694580078125,78.15636661730065,78.04049092698624,78.05014907626477,36612400.0
2026-02-17,78.03082275390625,78.07910612708713,77.96323045165805,78.04048090194411,35682000.0
2026-02-18,78.12738800048828,78.19498030143893,78.03082125598026,78.05978833252935,33943100.0
2026-02-19,78.15636444091797,78.15636444091797,78.05014690283988,78.09842291386956,29531000.0
2026-02-20,78.21429443359375,78.21429443359375,78.08876797119386,78.1467021281463,37959800.0
2026-02-23,78.0887680053711,78.22395261632515,78.05979355987341,78.17566924083779,33666000.0
2026-02-24,78.03082275390625,78.088764275125,77.87632922034256,78.06944797904927,54979900.0
2026-02-25,78.13703918457031,78.14669733247261,78.04047980657225,78.04047980657225,29428200.0
2026-02-26,78.0694580078125,78.15636661730065,77.98255676533371,78.1080832379173,54533600.0
2026-02-27,77.94393157958984,78.02118203984342,77.87633926862031,77.97289866043259,62450000.0
2026-03-02,77.8992919921875,78.02544157465651,77.65670575284803,77.68581491706564,74327000.0
2026-03-03,77.74403381347656,77.92839430502752,77.47233103066277,77.56937144038248,118126800.0
2026-03-04,78.0157241821289,78.06423698072888,77.82165077829885,77.85076734123089,58694100.0
2026-03-05,77.70521545410156,77.92839061835356,77.64698973039553,77.88957593693071,79841000.0
2026-03-06,77.32678985595703,77.62759441531018,77.28797517037206,77.38500818276233,82125600.0
2026-03-09,77.79254913330078,77.80225465521568,77.18123450925548,77.2297473125418,88695000.0
2026-03-10,77.66641235351562,77.996326090088,77.65670683092685,77.6761178761044,67499600.0
2026-03-11,77.49174499511719,77.66640737479561,77.44322478842824,77.61788716810666,59983500.0
2026-03-12,76.99685668945312,77.38499608146213,76.96774753060251,77.38499608146213,68674300.0
2026-03-13,76.851318359375,77.31708720052002,76.77369638847131,77.17153397496567,68652900.0
2026-03-16,77.0938949584961,77.30737200885618,77.0938949584961,77.15212068332208,57535600.0
2026-03-17,77.44322204589844,77.45292756752134,77.21034134895568,77.24915603230345,47967800.0
2026-03-18,77.04539489746094,77.38501416866939,77.03568937452788,77.32679583736076,50281900.0
2026-03-19,77.29767608642578,77.33648336655395,76.6475393955492,76.68635407882122,103981600.0
2026-03-20,76.57962036132812,77.1715313629085,76.51169651212108,77.1424221994118,109084800.0
2026-03-23,77.08419799804688,77.33648233122182,76.82220074025413,76.94835030998537,79015800.0
2026-03-24,76.82221221923828,77.05510035055144,76.71547367650597,76.8901360734184,71941600.0
2026-03-25,77.06478118896484,77.22003990835769,76.99685735001628,77.0938903480652,49917700.0
2026-03-26,76.57962036132812,76.97746533750103,76.46318370734139,76.89983596608032,74979300.0
2026-03-27,76.38555145263672,76.50198810222838,76.23999823750307,76.50198810222838,68174300.0
2026-03-30,76.4728775024414,76.75427840557212,76.42436470040474,76.67664903854077,55210700.0
2026-03-31,77.20063018798828,77.24915038941467,76.7736835086381,76.81249818915055,101521300.0
2026-04-01,77.38980865478516,77.47755968323384,77.26304725051544,77.37030346687465,69789200.0
2026-04-02,77.5750503540039,77.64330362219631,77.10703006898409,77.10703006898409,53828200.0
2026-04-06,77.71156311035156,77.72131570345915,77.51655588249315,77.52630847560074,37098300.0
