,Open,High,Low,Close,Volume
2024-12-06,305.4273861508262,309.0762604940309,305.3581591155506,307.5435485839844,4302700
2024-12-09,308.3543931465965,309.5212640421347,304.2111217951934,304.8637390136719,5785300
2024-12-10,303.9341874056364,309.4915729011737,303.2222414105848,308.89825439453125,4539500
2024-12-11,309.5509009169192,312.0329042273816,307.74128098530844,310.29254150390625,4321800
2024-12-12,311.31108148013783,312.03292572097064,309.9365596790737,310.7276611328125,3218500
2024-12-13,312.30984220120644,313.41738437302905,310.83645894197457,311.23199462890625,4682200
2024-12-16,311.23196465818125,314.0205407752914,310.59911365551994,312.3691711425781,6562500
2024-12-17,312.29991936576187,315.28624798200747,311.62750579825223,314.75225830078125,8843900
2024-12-18,314.95004945881,318.03526960471095,306.1096908682832,306.3272399902344,10479200
2024-12-19,308.35436865666327,313.33820189854237,307.76108032334804,311.3703918457031,8317100
2024-12-20,310.0749830180366,316.43330754901604,308.79935279729875,314.1688232421875,24387000
2024-12-23,312.1318178568655,314.4259668115685,309.85746529944595,313.684326171875,7984600
2024-12-24,314.6237716009293,317.9562056119901,313.74367682878295,317.07611083984375,2684100
2024-12-26,316.2059131037901,317.867211180981,315.8993707000535,317.3332214355469,2856000
2024-12-27,315.71143235533924,317.91658782528117,314.0205003223413,315.1082458496094,3489200
2024-12-30,311.1726103315381,313.575518624435,309.7387899497481,311.79559326171875,3478500
2024-12-31,312.5965511040709,314.11939485723155,311.6769240400078,312.5174560546875,3963800
2025-01-02,314.23802225940665,316.1168388200136,308.9278811188384,310.89569091796875,5369500
2025-01-03,310.67815011244767,312.39877663538454,308.53235377907424,311.4000244140625,4271300
2025-01-06,311.4989471510207,311.87471654640086,308.59171361326463,309.5509033203125,6567300
2025-01-07,309.4026008241004,311.6769533815247,307.8500925090876,308.1961975097656,4958600
2025-01-08,307.533611167598,310.53973594509057,306.75240801430834,309.11578369140625,5161600
2025-01-10,307.73145634458234,308.37420557509057,302.57950394630876,304.28033447265625,6660100
2025-01-13,301.6005018317805,303.4991149902344,300.45342744942343,303.4991149902344,9568400
2025-01-14,305.30872118619374,306.70300916982603,304.09241970836115,305.6449279785156,5107600
2025-01-15,310.1837946853256,313.65468276842194,309.6399369174189,312.75482177734375,5222000
2025-01-16,312.2306776114389,315.6224398833675,312.2306776114389,313.7139587402344,4606700
2025-01-17,313.9611901989324,317.01674587752916,313.1799869767875,316.05755615234375,5805800
2025-01-21,316.7398246022591,320.96222034873153,316.43328227425025,320.0228271484375,5653000
2025-01-22,321.15014886106957,322.1093385859894,318.78680315375186,319.9536437988281,5026500
2025-01-23,320.1514358954253,324.8484932052647,319.963551188837,324.55181884765625,5297100
2025-01-24,324.36392833239324,327.39971782402483,324.15627740999,326.5196533203125,4327500
2025-01-27,326.3218428551842,331.7506420386333,324.3935653491583,330.8112487792969,6636500
2025-01-28,330.9398072962854,334.06455962411354,329.1796482459576,330.7519226074219,5999600
2025-01-29,330.7717289187212,333.3526238878957,330.7717289187212,332.1363525390625,5087300
2025-01-30,335.72591809140994,340.6009623306157,335.2215927641,339.2264404296875,8081300
2025-01-31,342.60828794323595,347.33500942669986,337.9013326782835,337.9903259277344,8624100
2025-02-03,336.21043732565704,342.14356269022744,335.4588984560319,341.965576171875,8004500
2025-02-04,340.7591817823458,342.1534699010354,338.722144434386,341.30303955078125,5532600
2025-02-05,342.1435660607225,345.5847896699502,341.4019253828452,345.54522705078125,4939100
2025-02-06,345.88137745000813,346.74167566762424,342.7368287313315,343.6070251464844,4294500
2025-02-07,344.1212249929169,346.8405737536368,343.34002180833824,344.1409912109375,4261200
2025-02-10,344.8134468428343,347.9777619490786,343.82459271386426,347.31524658203125,6067000
2025-02-11,344.99740338171625,348.78118935341706,342.96685359611354,347.39447021484375,5154800
2025-02-12,345.84927186534827,348.49393802322834,344.1950934888747,348.15716552734375,6760100
2025-02-13,349.77175492494007,352.7036801065258,347.4044323285065,352.2579650878906,4279200
2025-02-14,351.0693165696755,352.0598346517353,349.8707981542828,350.4552001953125,5720300
2025-02-18,350.33638093664786,353.3574493239757,349.0586040080219,353.3475646972656,5822000
2025-02-19,352.64421231994834,353.7635025118308,350.8216628023084,351.8617248535156,4152300
2025-02-20,351.86173253630665,352.7531927223698,345.75022295853495,347.1666564941406,5697000
2025-02-21,347.1666878220573,349.96987104250786,344.1852488221624,345.22528076171875,6924100
2025-02-24,345.4530873760571,347.473722448865,344.0663379131105,346.5426330566406,5055900
2025-02-25,348.0383211587267,349.2467543845732,342.71924408558857,348.7514953613281,6191900
2025-02-26,346.6812971976712,348.4939318226065,345.6808643527306,347.3053283691406,5960600
2025-02-27,348.5632966299945,356.89355707892616,348.3453814493155,352.36688232421875,7298100
2025-02-28,351.34666815737654,360.54858980616444,350.35615005351343,359.27081298828125,15857300
2025-03-03,359.55805576496454,363.06449816111734,356.1308717414073,358.3892517089844,9099600
2025-03-04,356.6954549121018,356.85394143390147,347.0775327212455,348.89019775390625,8955800
2025-03-05,347.5034425004098,350.7523405730608,345.6313790597623,349.3359069824219,8244200
2025-03-06,342.6796184087006,345.5620295808868,337.1624558066985,340.8966979980469,8611100
2025-03-07,337.6378977242864,343.1055769469399,335.9243207684384,342.04571533203125,6358700
2025-03-10,336.7167201504189,341.73865409490605,334.43854064676395,338.24212646484375,8204300
2025-03-11,335.20119857234994,336.38980203033515,326.454907741996,328.99066162109375,9776100
2025-03-12,332.7843472995932,332.97254814555856,325.98937782260964,329.68402099609375,6295400
2025-03-13,327.8515588367316,333.01217962801127,324.5927762250899,325.4346923828125,7915300
2025-03-14,324.10739550735946,329.6146733252818,323.28527884445793,328.65386962890625,7810600
2025-03-17,326.90067683118593,332.92301338528597,326.63324783493476,331.3778076171875,6149400
2025-03-18,332.11079183594336,332.6159354655545,329.1491224326512,331.595703125,7778300
2025-03-19,333.6064716752345,337.7963739657413,331.328292220608,336.6473693847656,5614900
2025-03-20,335.7856247554998,338.994893619958,334.4583341729373,336.2808837890625,5432700
2025-03-21,334.17107233688154,336.2115371177744,332.33860788423556,332.477294921875,17279700
2025-03-24,335.4389606742485,341.94667208183176,334.44844253835635,340.6094665527344,5675100
2025-03-25,341.29289677473014,342.2537004920348,337.43979728019883,341.3523254394531,3931200
2025-03-26,342.70933920430844,344.08617383853476,339.7476998321524,340.91650390625,6187100
2025-03-27,340.73821174974785,347.51335163506087,340.06466672547856,346.5426330566406,7254800
2025-03-28,345.87903301496596,348.2859848493722,338.37088855796077,339.5991516113281,5687600
2025-03-31,336.1323213716655,348.52368217710676,331.318387714334,347.136962890625,9950800
2025-04-01,347.1171947482521,347.1271096031192,339.32182147828036,343.06597900390625,7473300
2025-04-02,340.1835305387441,344.8984062549049,339.79721397944945,343.0461120605469,5682500
2025-04-03,330.7339413528784,341.47115242989565,327.8614453097041,336.1719055175781,8792900
2025-04-04,326.8709537140164,331.476856561617,309.1604862944522,310.1609191894531,13201700
2025-04-07,299.2058018042098,319.1251057585642,296.16490406290654,309.3586120605469,12163400
2025-04-08,319.184523071027,323.18622441068965,301.0481402033367,305.34698486328125,9569300
2025-04-09,302.7419655415108,330.8627585841198,302.7419655415108,329.2779235839844,11361800
2025-04-10,324.9097444074877,327.02946770405526,310.2996020670138,321.5320739746094,8709800
2025-04-11,321.35376046801093,333.78478000715387,319.4816970910485,330.23870849609375,6804500
2025-04-14,333.2202097617123,336.38984966000794,329.9812263391246,332.0018615722656,5011800
2025-04-15,333.52726011971436,336.17195678105526,331.82356775673037,332.6258850097656,4386200
2025-04-16,331.82356928295525,334.0225207124067,325.7417735334204,328.1883544921875,5850600
2025-04-17,327.93082781851444,331.1500115767292,325.32576043304505,326.4846496582031,5655900
2025-04-21,325.88039216564874,326.02896380640493,313.6474899399289,317.0647888183594,6362300
2025-04-22,320.78917553421263,329.4066950465462,319.3331429545686,328.2576904296875,5435500
2025-04-23,334.0423059647279,338.01429311880037,330.04063470574454,331.19952392578125,8906000
2025-04-24,330.1198732080026,333.5767717254321,328.10912266164996,332.5268249511719,8055200
2025-04-25,331.5857968570649,333.1805162385699,329.0203590075511,331.9919128417969,4452800
