Date,Open,High,Low,Close,Volume
2024-07-22,157.2722184519054,159.98127961625116,154.98522745934437,158.08689880371094,28813300
2024-07-23,157.43905574412355,162.2780571379185,156.94828560155818,160.74685668945312,21570200
2024-07-24,157.3900145790837,158.4304450427605,148.31076556479505,148.54632568359375,37162600
2024-07-25,148.46779576921818,150.71553167629477,142.83376344882177,146.5047149658203,30872100
2024-07-26,150.6664541827778,150.74497921348228,147.15253768862235,148.8309783935547,20839900
2024-07-29,149.21376657294806,152.13875259044912,146.39673561473697,147.44699096679688,16625800
2024-07-30,150.450510631485,150.63700570297806,140.70382169270624,140.8706817626953,31102300
2024-07-31,148.673933769475,158.35192324525528,148.2126085579133,157.7139129638672,45827500
2024-08-01,154.59261540847046,155.97659098854038,143.47176070595933,144.3060760498047,40320000
2024-08-02,139.3100051033164,142.6668860492589,137.02302942500108,141.16513061523438,33745800
2024-08-05,127.21745029464459,142.73560143342496,126.12793986482096,139.45726013183594,41309300
2024-08-06,139.11371456588614,146.16118231795446,137.6610389897477,141.26329040527344,24751300
2024-08-07,145.51334998434035,147.32920553654296,133.3226212129231,133.75450134277344,29749800
2024-08-08,138.59351102483143,143.56992838440584,135.8451947202241,143.04971313476562,27583200
2024-08-09,141.53812636918352,146.78937363673435,141.4497913253922,145.52317810058594,18438700
2024-08-12,145.34650066583262,148.34020180786044,143.6680600330506,145.87652587890625,17778500
2024-08-13,148.7524421639992,153.49328382390073,147.0445565732709,153.27734375,22053600
2024-08-14,155.10300861998655,157.29183938317684,151.86392250465997,154.7790985107422,20184200
2024-08-15,158.22429203072417,163.59331862463185,157.38016678075562,163.06329345703125,27945000
2024-08-16,161.43393279106274,163.02402326913696,159.67696728372638,162.66085815429688,19296900
2024-08-19,161.8167398039081,164.731915789402,157.45869833156905,164.6141357421875,20441700
2024-08-20,163.96631227356718,165.26193769855934,161.1198363797449,162.88661193847656,19417500
2024-08-21,162.07193685833124,163.39702231398465,159.87329607245155,162.71975708007812,16097700
2024-08-22,167.68637100773745,169.2372067541345,158.50897656079064,159.34327697753906,30044500
2024-08-23,161.98359682629626,165.17360284689565,160.4425863213689,163.28904724121094,18848000
2024-08-26,161.91491440244755,162.641244728472,155.73120675608521,156.67347717285156,18521200
2024-08-27,154.6907657677371,159.03898234656108,152.953435147716,158.41079711914062,16683100
2024-08-28,157.12499131539744,159.28437723139257,153.36568973144605,155.2600555419922,18063600
2024-08-29,155.56431160542292,160.18735755773224,152.5411659938081,154.03309631347656,23519300
2024-08-30,158.14579186751985,160.22666779748943,155.78029077525986,159.81442260742188,25158500
2024-09-03,157.419446094673,157.7728012196881,148.58558294641287,149.96954345703125,37179100
2024-09-04,147.52553242948224,154.87726080461263,146.39675192724852,151.27500915527344,20324100
2024-09-05,147.79055735610302,153.47367014896548,147.339042145085,149.9990234375,31548500
2024-09-06,140.60565054677699,140.85103562626526,134.07841342323576,134.4710235595703,76634600
2024-09-09,136.54207942207105,138.97629530957235,132.4097879364111,138.22052001953125,39516700
2024-09-10,138.61311867024898,147.0936260371661,138.43643363285696,145.47409057617188,36067500
2024-09-11,145.65079425297574,155.9373345034122,142.3626275858398,155.34841918945312,39700800
2024-09-12,155.1815502088827,163.24981385785708,153.9349896512357,161.5222930908203,43530700
